,ug_review,Оценка,Категория,Запрещенные слова
1105,"Мало места, увеличить бы. Добавить возможность заходить в облако без установки приложения, через браузер.",1.0,0.0,
1106,"Всё очень сложно, не могу обновить старую карту",0.0,0.0,
1107,"Как поставить ваше приложение по умолчанию, его нет в списке в настройках nfc? Upd: нет ответа, убрал звезду.",0.0,0.0,
1108,"Воруют nft и крипту, привязал свой кошелёк и все украли",0.0,0.0,
1109,"Приколисты. Обновили приложение, а версию не подняли, теперь обновление не показывается и не ставится, если только на чисто ставить... 🤦‍♂️",0.0,0.0,
1110,Лучший онлайн кинотеатр!,2.0,,
1111,Игра огонь!,2.0,,
1112,"Опять несколько дней у меня не открывается профиль, вижутолько пустуб страеицу. Не могу поставить отзы за заказы, посмотреть с понравившиеся товары, видить сообшения. Что это за фокусы?",0.0,0.0,
1113,"Опять несколько дней у меня не открывается профиль, вижу только пустую страницу. Не могу поставить отзывы за заказы, посмотреть с понравившиеся товары, видить сообшения. Что это за фокусы?",0.0,0.0,
1114,"Само ру стори не даст Вам ответа не на один вопрос, игра вылетает. Все очень странное и не очень привлекательно",0.0,0.0,
1115,"А что с приложением? Не войти в кабинет, не зарегистрироваться, не восстановить пароль... Всегда говорит, что ошибка. Только что обновила.",0.0,0.0,
1116,После последнего обновления приложение не открывается.,0.0,0.0,
1117,"С управлением что-то сделайте, кнопки например добавьте!",0.0,0.0,
1118,Не работает,0.0,0.0,
1119,"Обязательно контролируйте платные услуги, мегафон очень любит подключать всякий платный кал без уведомления.",0.0,1.0,
1120,"Почему не работает функция ""детектор шума"" на андройде? ",0.0,0.0,
1121,👍,2.0,,
1122,👍 Благодарю! Зарегистрировался! Работает!,2.0,,
1123,👍 Благодарю! Зарегистрировался! Работает! Всем терпения!,2.0,,
1124,❤️ Благодарю! Зарегистрировался! Работает! Всем терпения! А разработчикам крепких нервов!,2.0,,
1125,"В приложение не войти, хотя на сайте в Личный кабинет по логину паролю захожу! Удалила и скачала приложение заново, не помогло",0.0,0.0,
1126,"Я не понимаю, почему я не могу войти в личный кабинет, что случилось? Напишите, пожалуйста, или позвоните? Как я буду давать показания счетчиков?",0.0,0.0,
1127,"Приложение из РуСтор установил, бонусы, как было обещано, не начислены, сразу минус.  У меня увеличенный шрифт в смартфоне и адаптивный дизайн не работает именно в этом приложении.",0.0,0.0,
1128,Следует доработать отзывы после продажи и не после троллинга и болтавни с оскорблением! Учитесь лучше на сайте юла! Юла не делает поспешные выводы! Разработчики непонятно что там придумывают всё против продавцов! ✅,0.0,1.0,
1129,Не скачивается.,0.0,0.0,
1130,"Любое обновление срубает регистрацию,криворукоть да и только",0.0,0.0,
1131,"Приложение работает нормально, но не дает писать отзывы ниже 4 звездочек.... Получается товары там только хорошие и отличные 🙃",0.0,1.0,
1132,Почему приложение перестало работать?,0.0,0.0,
1133,Почему приложение перестало работать?,0.0,0.0,
1134,"По началу затягивает, на уровне 10 и далее играть не возможно, сама программа не даёт выиграть.",0.0,1.0,
1135,"В целом неплохо , но добавить надо виджет на рабочий стол , или интеграцию двойного нажатие какой нибудь кнопки , иногда не срабатывает оплата пока не откроешь приложение",0.0,0.0,
1136,Лучший брокер на рынке. Очень удобно. Этот брокер сделал инвестиции доступным каждому,2.0,,
1137,Рабатает,2.0,,
1138,Обновление приказов будет ? Или приложение умерло,0.0,0.0,
1139,"Как войти и передать показания? Ничего не работает! Не войти в приложение никак! Безобразие, и старое не работает, и новое вообще ноль, ничего не сделать!",0.0,0.0,
1140,"Пока только разбираюсь в приложении, но мне всё нравится",2.0,,
1141,С лёгкостью можно смонтировать видео в самом приложении и не надо никуда уходить,2.0,,
1142,"Не отображается каталог товаров. Нельзя выдрать свой регион, постоянно Москва. При оформлении доставки зависает на выборе адреса",0.0,0.0,
1143,Не зайти даже с паролем. При попытке восстановления ошибка.,0.0,0.0,
1144,Я верю в этот проект. Спасибо Вам !,2.0,,
1145,Очень удобно все под рукой. Советую всем!,2.0,,
1146,"Пока неплохо,  увеличьте шрифт или добавьте в настройках возможность самому менять, никнеймы очень мелкие.",1.0,0.0,
1147,"Московский паркинг программа повисла. Типо обновляет парковки, уже сутки обнавляет",0.0,0.0,
1148,"Московский паркинг программа повисла. Типо обновляет парковки, уже сутки обнавляет. Не могу зайти на сайт",0.0,0.0,
1149,Не грузится андроид 13.,0.0,0.0,
1150,"Не могу зарегистрироваться. Код приходит, а дальше ввожу и ошибки",0.0,0.0,
1151,"Пользуюсь очень давно. Всё супер. Только просьба, можно сумму переводов через спб больше сделать?",2.0,,
1152,Не работает весь день 😔,0.0,0.0,
1153,"Обновилось и теперь при оплате платёжек с штрих кода приходиться еще реквизиты в ручную вводить, зашибись какой тогда смысл . Не обновляйтесь больше, весь функционал похерили",0.0,0.0,Да
1154,"Приложение удобное. Все вроде отлично. Несколько дней назад вышло обновление, которое переустанавливает и удаляет приложение. Странно очень. Обновление февральское устанавливать не рекомендую",0.0,0.0,
1155,"Приложение удобное. Все вроде отлично. Несколько дней назад вышло обновление, которое переустанавливает и удаляет приложение. И так бесконечно. Странно очень. Обновление февральское устанавливать не рекомендую",0.0,0.0,
1156,"У меня тоже не открывается после обновления, realme 9.",0.0,0.0,
1157,"У меня тоже не открывается после обновления, realme 9. Удалила , поставила заново, не получается зайти. Висит, колёсико крутится:((",0.0,0.0,
1158,"У меня тоже не открывается после обновления, realme 9. Удалила , поставила заново, не получается найти. Висит, колёсико крутится:((",0.0,0.0,
1159,Последние обновление не встало на мой телефон с ошибкой (моя версия андроид устарела).             Разработчик RuStore добавьте пожалуйста возможность в настройках включать   флажок (отображать только поддерживаемые приложения). Заранее благодарю.,0.0,0.0,
1160,Последние обновление не встало на мой телефон с ошибкой (моя версия андроид устарела). Разработчик RuStore добавьте пожалуйста возможность в настройках включать   флажок (отображать только поддерживаемые приложения). Заранее благодарю.,0.0,0.0,
1161,"Хорошая графика. Точность адресов, в отличаться от Яндекса и Google. Периодическое обновление данных. Нет навязчевой рекламы на половину экрана, как у Яндекса. Работает с Android Auto.",2.0,,
1162,"Сегодня обновил приложение, дальше заставки  не прогружается...",0.0,0.0,
1163,"Сегодня обновил приложение, дальше заставки  не прогружается...",0.0,0.0,
1164,"Обнаглели! Я оплачивал заказ с карты Яндекс плюса(их же проект), в приложении списали а в маркете написано ""заказ оформлен но не оплачен""! Деньги так и не вернули хотя и обещают, но даже если вернут это ужасно. К покупателям относятся как к говну.",0.0,2.0,Да
1165,Перестал работать,0.0,0.0,
1166,Прикольная игрушка,2.0,,
1167,Что за ерунда. Зайти в приложение не могу. Удалил старое. Установил новое и не заходит просто зависло и все,0.0,0.0,
1168,Спасибо за программу! А версии 7.4 не будет?),1.0,0.0,
1169,"Верните старую версию. На много удобнее. Все сделают , что бы только не для клиентов!(((",0.0,0.0,
1170,"На Techno Pova4, приложение работает на каждом 3ем терминале. И то через раз.  Терминал пищит, выдает ошибки, а на телефоне ноль эмоций. Адаптируется плиз, а ощущаю себя понто-бездырем с яблофоном. (",0.0,0.0,
1171,"NFC, для всех обладателей Techno Pova4 и им подобных. Заходим в Phone Master и ищем ""Безопасность платежей"", добавляем Мир Pay и все работает.",1.0,0.0,
1172,Спасибо за ответ,1.0,,
1173,"Приложение глючит, не работает должным образом, баланс по карте не у видишь. Исправляйте проблему",0.0,0.0,
1174,"Постоянно висит при входе в карту, синий кружок и все",0.0,0.0,
1175,"3х летний планшет. Но 1,5Гиг программа - это многовато. Пришлось все остальные программы удалять. А похудел программы нет?",0.0,0.0,
1176,"3х летний планшет. Но 1,5Гиг программа - это многовато. Пришлось все остальные программы удалять. А похудее программы нет?",0.0,0.0,
1177,"Вообще не понял, включаю, навожу на что-нибудь и слышу «ноль равно 5, один равно 3, два равно 2,22». А что всё это значит? Цифры всё равно не совпадают с теми, что на бумаге.",0.0,0.0,
1178,"Отлично, только затруднён набор букв «ё, щ, э, ъ  ю». П	риходится притормаживать, чтобы точно в них попасть. И со стрелками не айс. А вообще очень удобно.",0.0,0.0,
1179,"Карта у поддержки не ищется. Технические ошибки. Подозрения на мошенничество. По 2 недели на ожидание следующей отмазки. Все что угодно, но не нормальное списание бонусов.",0.0,1.0,
1180,"Пробывал установить обновление через само приложение, не устанавливается, попробовал через rustore  тоже выдаёт ошибку, уверен эта проблема не только у меня, уже больше двух недель",0.0,0.0,
1181,Не работает не обновляется,0.0,0.0,
1182,"Самый отвратительный банк, не связывайтесь с этими мошенниками. Валюту по своему курсу конвертируют, а не по курсу центробанка",0.0,1.0,
1183,Молодцы всё хорошо 👍,2.0,,
1184,"Отлично, нужно немного привыкнуть и всё пойдёт как надо.",1.0,1.0,
1185,"Уважаемые разработчики, добавьте пожалуйста поиск файлов по их типам (видео, фото, гиф) И чтобы можно было отдельно для галереи применять фильтр и отдельно расширенный фильтр (jpeg, pm4, gif и так далее) для файлов с диска. Очень надо... Спасибо",1.0,1.0,
1186,"Нравится, самый удобный конструктор тарифов, даже если сравнивать с йота от ""мегафон ""( o˘◡˘o)",2.0,,
1187,"С новым обновлением PDF файлы стали просматриваться удобнее, спасибо.",2.0,,
1188,"в приложении VK музыка добавил в свой плэйлист новую песню, но в приложении VK, в котором отсутствуют данный трек, отсутствует синхронизация между приложениями",0.0,1.0,
1189,"Андроид обновился на 13, теперь не работают уведомления, включить не активно. Как исправить? Оплата стала с четвертого, пятого раза. One+9",0.0,0.0,
1190,"Мало того, что это ОТЕЧЕСТВЕННОЕ недоразумение регистрируется только через АМЕРИКАНСКИЙ Google, так оно ещё и не работает, от слова совсем! Ни через qr, ни через nfc.",0.0,0.0,
1191,"Сделайте копилку и переводы на СБЕР, или другие банки, и можно в БЛИЖАЙШЕМ обновлении сделать это и в БЛИЖАЙШЕЕ время???",0.0,1.0,
1192,Рекламы нет второй день. Почему?,0.0,1.0,
1193,"На Хуавей Хонор просит доступ к почте бесконечно, не запускается, это исправят?",0.0,0.0,
1194,"Прекрасный проигрыватель.Много настроек, читает  все тэги.Классный эквалайзер.",2.0,,
1195,У меня сложилось хорошее впечатление. Разработчики молодцы. Спасибо.,2.0,,
1196,👍,2.0,,
1197,Без доната можно не играть,1.0,,
1198,"Просит удалить, а потом установить заново.что за хрень!!!",0.0,0.0,
1199,Планируется ли версия для Linux??,1.0,0.0,
1200,"Не работает. После подтверждения входа кодом из СМС, вылазит ошибка HTTP 500 internal server error. На сайте  через браузкр работет!",0.0,0.0,
1201,Приложение не работает на тел.Redmi note 10 pro. При открытии приложение сразу закрывается. Нельзя нечего сделать.,0.0,0.0,
1202,Приложение не работает на тел.Redmi note 10 pro. При открытии приложение сразу закрывается. Нельзя нечего сделать.,0.0,0.0,
1203,Приложение не работает на тел.Redmi note 10 pro. При открытии приложение сразу закрывается. Нельзя нечего сделать.,0.0,0.0,
1204,Приложение не работает на тел.Redmi note 10 pro. При открытии приложение сразу закрывается. Нельзя нечего сделать.,0.0,0.0,
1205,Qr код прав и стс работает.,2.0,,
1206,"Да вы офигели? На клип 15 секунд при расшаривании на телегу два сука клипа рекламы секунд на 20! Так еще после рекламы видос не идет, звук идет, а картинка фриз из рекламы. Боги маркетинга и рекламы просто!",0.0,1.0,Да
1207,"Да вы офигели? На клип 15 секунд при расшаривании на телегу два сука клипа рекламы секунд на 20! Так еще после рекламы видос не идет, звук идет, а картинка фриз из рекламы. Боги маркетинга и рекламы просто!",0.0,1.0,Да
1208,+,1.0,0.0,
1209,"Отвратительно и с каждым разом всё хуже. Постоянно сбои, ошибки, баги и прочее. Как будто это не банк, а инди-проект малолетнего дибила. Поддержа бесит уже отписками, тупые боты, а не люди. Самый отвратный банк из всех на данный момент.",0.0,1.0,Да
1210,"Да, бывают сбои и не весь функционал доступен в приложении, но это просто бомба как удобно. Справки заказать, гайды что-то как сделать. Например 3-2 НДФЛ для возврата налога. Лукас",2.0,,
1211,"Очень  часто, при оплате, просит приложить палец к сканер, но оплата все равно не проходит, пока не перезагрузить телефон. Сзади собирается большая очередь из недовольных людей.",0.0,0.0,
1212,"Все условия выполнины, бонусов начисляют копейки... Подключила категория детство, а приходит спасибок как просто за магазин. Тоже самое с магазинами косметики. С поддержкой в чате связаться невозможно. В общем наплевательское отношение к своим клиентам.",0.0,1.0,
1213,"Не работает. У меня андроид, телефон HUAWEI",0.0,0.0,
1214,Не работает,0.0,0.0,
1215,"Отличное приложение, удобный интерфейс.",2.0,,
1216,"Не устанавливается обновление,нужно удалять полностью приложение и по новой устанавливать.",0.0,0.0,
1217,"Хорошее и нужное приложение. Исправляйте только почаще ошибки возникающие после обновлений, чтобы не давать повод к плохим отзывам.",2.0,,
1218,Приложение не позволяет зарегистрировать карту вручную,0.0,0.0,
1219,Обновление не устанавливается и старое работать не стало после не удачной установки. Спасибо 3 раза.,0.0,0.0,
1220,"Тупо лишили меня возможности переводить деньги по своим счетам, вроде элементарная операция смены паспорта у них привела к задвоению клиентов",0.0,0.0,
1221,"Так-то приложение для меня нормальное.  Но при обнолении просходит выброс из системы и приходится заново авторизовываться,  а карта не всегда под рукой",0.0,0.0,
1222,"Так-то приложение для меня нормальное.  Но при обнолении просходит выброс из системы и приходится заново авторизовываться,  а карта не всегда под рукой.",0.0,0.0,
1223,Приложение супер 😌,2.0,,
1224,Игра интересная,2.0,,
1225,"Удобно, но не все камеры появляются оперативно",1.0,1.0,
1226,"17 значный VIN Мерседеса просто не влезает, один символ лишний. Снос",0.0,1.0,
1227,"После всех обновлений, перестало работать досрочное списание.",0.0,0.0,
1228,А ещё хуже можете сделать ?,0.0,0.0,
1229,"Не могу войти в ваше приложение,т.к.  вы отправляете смс с кодом на номер телефона, которым я не пользуюсь уже 10лет???!?!  Спасибо",0.0,0.0,
1230,"Не могу войти в ваше приложение,т.к.  вы отправляете смс с кодом на номер телефона, которым я не пользуюсь уже 10лет???!?!  Спасибо. Судя по отзывам приложение полное говно",0.0,0.0,Да
1231,"Хорошее приложения,но где поиск?",1.0,0.0,
1232,"Всё время пишет ( Ой, сломался интернет) зайти не могу.",0.0,0.0,
1233,"Спасибо, что вернули возможность использовать приложение с ВПН, оставив только предупреждение. Т.к. свой собственный впн даёт возможность не опасаясь пользоваться клиентом в публичных небезопасных сетях.",2.0,,
1234,"Спасибо, что вернули возможность использовать приложение с ВПН, оставив только предупреждение. Т.к. свой собственный впн даёт возможность не опасаясь пользоваться клиентом в публичных небезопасных сетях.",2.0,,
1235,Не могу заказать справку о процентах . Неправильно  задан период. Выберите период не позднее 04.07.2019 . И так уже второй месяц .,0.0,0.0,
1236,Очень крутое приложение желаю всем Вывел 40 рублей,2.0,,
1237,"Сделайте выбор размера шрифта в приложении, многие перестали видеть текст, он стал слишком маленький",0.0,0.0,
1238,Очень часто помогает проверить производство и качество товара,2.0,,
1239,"18.12 перестал работать, переустановил, результата нет",0.0,0.0,
1240,"1,Невозможно смотреть сериалы.2, Просмотр возможен только в портретном, альбомное изображение невозможно, а было хорошее приложение, спасибо обновлению.",0.0,0.0,
1241,Без гугла не работает. Одним словом Почта России...,0.0,0.0,
1242,Сюжет отличный но управлять не удобно,1.0,1.0,
1243,Вполне себе хорошее приложение . Ребята сделайте пожалуйста чтобы под фото объекта недвижимости в приоретете был район или товарищество по дачам а то вот и тычешь на всё подряд .,1.0,1.0,
1244,"Просто и понятно. Отличный виджет то, что и требовалось. К сожалению возникают проблемы. Часы показывают одно и тоже время. Телефон redml note 7. Чуть не опоздал на работу.",,,
1245,Просто и понятно. К сожалению возникают проблемы. Часы показывают одно и тоже время. Телефон redml note 7. Чуть не опоздал на работу.,,,
1246,Предлагает настроить пункты меню и не настраивает((,,,
1247,Отличное приложение,,,
1248,"Хорошо оформленная,забавная игра-говоломка. Сразу понравилась👍",,,
1249,"Хорошо оформленная,забавная игра-говоломка. Сразу понравилась👍 Есть баг,когда нажимаешь вопрос в главном меню, включается бесконечный экран загрузки.",,,
1250,Ура все работает!!!! Спасибо что исправили этот баг!,,,
1251,Ура все работает!!!! Спасибо что исправили этот баг!,,,
1252,БаракаЛлагь,,,
1253,"Гавно, а не приложение. Постоянно требуют обновить",,,
1254,"При сканировании QR кода неправильно подставляет расчетный счёт, проблема появилась месяца 2 назад. Теперь в квитанциях где нет готового шаблона(вроде мосъэнергосбыт, епд и т.п.) неправильно ставится счёт.",,,
1255,Помогает,,,
1256,Государственный банк . Много сказано.,,,
1257,Идёт бесконечно загрузка,,,
1258,"Если я не хочу обнавлять, не надо навязывать каждый день.",,,
1259,"Если я не хочу обнавлять, не надо навязывать каждый день.",,,
1260,"Объясните мне пожалуйста, почему на планшете размер окна приложения как у телефона?",,,
1261,Супер приложение,,,
1262,"Почему все меню открывается на английском языке, а не на русском?",,,
1263,21.04.2023  Приложение заработало отлично. Уведомления идут. Настройки  все работают. Оплатил все платежи. Ни одного глюка. Могут ведь. Если захотят.,,,
1264,Половина платных а остальная половина каналов фигня.,,,
1265,Работает хорошо,,,
1266,Не работает документ с госуслуг не загружается подписать не возможно,,,
1267,Приложение не смогло открыть ни одного файла pdf. Программа фуфло. Удаляю.,,,
1268,Программу писали ученики 1 класса школы! После оплаты за телефон номер 1 пытаешься оплатить за телефон номер 2 и прога зависает!!,,,
1269,Постоянные проблемы с обновлением приложения МТС. Пишет о несоответствии версий и для обновления требует сначала удалить приложение.,,,
1270,А на вопросы отвечать принято?!,,,
1271,Британец не определился от слова совсем,,,
1272,Постоянно непредсказукио отключается. Только один германский сервер. Зря потратил деньги. Приходится использовать бесплатный ВПН с рекламой. Разработчики решайте проблему.,,,
1273,Приложение даже не открывается,,,
1274,Полная жопа!,,,
1275,"Зависает периодически, счета создать целая программа",,,
1276,"Почитал отзывы и удевлен у меня всё работает отлично, у жены тоже, хорошее приложение пользуемся с самого начала, раньше были какие не стыковки но сейчас давно никаких проблем с приложением не возникало.",,,
1277,Нет регулировки размера шрифта,,,
1278,Верните строку с заказами на прежнее место. Отзывы вернутся на пятерку.,,,
1279,"Верните строку с заказами на прежнее место. Отзывы вернутся на пятерку. Как интересно получается, я обновила озон с маркет полей и строка вернулась. А через РУСтор ничегоне изменилось....",,,
1280,"Единственное, что не устраивает это отсутствие возмосности импортировать платежи в приложении из 1С (.тхт). В большинстве приложений других банков это уже давно реализовано!",,,
1281,Хорошее приложение что самое главное моментальный вывод средств и выполнение заданий очень легкое а при входе вводите мой промокод 3RUKYW которое даст вам 3 рубля при входе и сможете проверить выводит ли приложение деньги,,,
1282,"конский размер, приложение при этом тормозит, и, как подсказывает защитник, пытается следить за пользователем, что в какой-то мере объясняет конский размер и тормоза",,,
1283,"Вечно не работает!!!!  Как вообще так можно уму непостижимо!!! Распил бюджета и зарабатывание бабла... Госуслуги заблокировали из-за кривых рук программистов, закройте нах это недоразумение!",1.0,0.0,
1284,"Всё, что нужно я нахожу именно здесь 👍👍👍",,,
1285,"В приложении висит обновление, но при попытке обновиться появляется ошибка, что моя версия Андроид не поддерживает это обновление",,,
1286,"В приложении висит обновление, но при попытке обновиться появляется ошибка, что моя версия Андроид не поддерживает это обновление",,,
1287,"Приятно видеть, что выявленные нарушения, в том числе и потенциально опасные, устраняются",,,
1288,Всё супер только добавьте сберпея,,,
1289,Самый конченный банк и приложение.,,,
1290,"Всем привет 🖐️ Да всё супер, приложение отлично работает, пользуюсь с 2019. Спасибо. Всем добра!   :)",,,
1291,"Если коротко игра полный остой единственно, что орегинально игра визуально смотрится в русском стиле. А так до полноценной кик ещё пахать и пахать. Звуки при боях будто бойцы на толчке тужаться. Спецэффекты Ноль. Вообщем удаляю",,,
1292,Еле еле грузится,,,
1293,"Все хорошо , спасибо .",,,
1294,"Не приходит СМС активации карты Альфа банк.В банке говорят, что СМС отправляете вы, и при запросе СМС активации написано, что именно Mir pay пришлёт сообщение.Но SMS не приходит! Пробовал несколько раз - результат отрицательный.Что делать?",,,
1295,"Из RuStore скачивается, но при установке пишет ошибку. Сертификаты установлены. Pocophone F1, Android 10.",0.0,0.0,
1296,"Из RuStore скачивается, но при установке пишет ошибку. Сертификаты установлены. Pocophone F1, Android 10.",0.0,0.0,
1297,"Из RuStore скачивается, но при установке пишет ошибку. Сертификаты установлены. Pocophone F1, Android 10.",0.0,0.0,
1298,"Из RuStore скачивается, но при установке пишет ошибку. Сертификаты установлены. Pocophone F1, Android 10.",0.0,0.0,
1299,"Из RuStore скачивается, но при установке пишет ошибку, предлагая установить в режиме совместимрсти, после нажатия кн. установить - окно закрывается без каких действий. Программа не устанавливается. Pocophone F1, Android 10.",0.0,0.0,
1300,"Из RuStore скачивается, но при установке пишет ошибку, предлагая установить в режиме совместимрсти, после нажатия кн. установить - окно закрывается без каких действий. Программа не устанавливается. Pocophone F1, Android 10.",0.0,0.0,
1301,"Из RuStore скачивается, но при установке пишет ошибку, предлагая установить в режиме совместимрсти, после нажатия кн. установить - окно закрывается без каких действий. Программа не устанавливается. Pocophone F1, Android 10.",0.0,0.0,
1302,"Из RuStore скачивается, но при установке пишет ошибку, предлагая установить в режиме совместимрсти, после нажатия кн. установить - окно закрывается без каких действий. Программа не устанавливается. Pocophone F1, Android 10.",0.0,0.0,
1303,"Из RuStore скачивается, но при установке пишет ошибку, предлагая установить в режиме совместимрсти, после нажатия кн. установить - окно закрывается без каких действий. Программа не устанавливается. Pocophone F1, Android 10.",0.0,0.0,
1304,"Из RuStore скачивается, но при установке пишет ошибку, предлагая установить в режиме совместимрсти, после нажатия кн. установить - окно закрывается без каких действий. Программа не устанавливается. Pocophone F1, Android 10.",0.0,0.0,
1305,"Из RuStore скачивается, но при установке пишет ошибку, предлагая установить в режиме совместимрсти, после нажатия кн. установить - окно закрывается без каких действий. Программа не устанавливается. Pocophone F1, Android 10.",0.0,0.0,
1306,"Из RuStore скачивается, но при установке пишет ошибку, предлагая установить в режиме совместимрсти, после нажатия кн. установить - окно закрывается без каких действий. Программа не устанавливается. Pocophone F1, Android 10.",0.0,0.0,
1307,"Из RuStore скачивается, но при установке пишет ошибку, предлагая установить в режиме совместимрсти, после нажатия кн. установить - окно закрывается без каких действий. Программа не устанавливается. Pocophone F1, Android 10.",0.0,0.0,
1308,"Из RuStore скачивается, но при установке пишет ошибку, предлагая установить в режиме совместимрсти, после нажатия кн. установить - окно закрывается без каких действий. Программа не устанавливается. Pocophone F1, Android 10.",0.0,0.0,
1309,Где обнова,0.0,0.0,
1310,Нет Сберпей!,0.0,0.0,
1311,"Ужасный банк,ужасное приложение. Сделайте приложение удобное для клиентов. Хватит его обновлять.",0.0,1.0,
1312,SberPay перестал работать после последнего обновления,0.0,0.0,
1313,Не работает СБП,0.0,0.0,
1314,Не работает СБП,0.0,0.0,
1315,Не работает Система быстрых платежей,0.0,0.0,
1316,Не работает Система быстрых платежей,0.0,0.0,
1317,Не работает Система быстрых платежей,0.0,0.0,
1318,Не работает Система быстрых платежей,0.0,0.0,
1319,"Крутое приложение, наконец-то появилась тёмная тема",,,
1320,Очень удобное приложение.,,,
1321,"Мне не хватает блокировки конкретного продавца, токсичного, который много объявлений одинаковых пишет, или типа ломбарда .",,,
1322,Жалоба  раньше менялся номер телефона в течение дня а сейчас меняется номер в течение нескольких лет что за ху  й   ня,0.0,0.0,Да
1323,Жалоба  раньше менялся номер телефона в течение дня а сейчас меняется номер в течение нескольких лет что за ху  й   ня,0.0,0.0,Да
1324,Жалоба  раньше менялся номер телефона в течение дня а сейчас меняется номер в течение нескольких лет что за х  у  й  н  я,0.0,0.0,Да
1325,Жалоба  раньше менялся номер телефона в течение дня а сейчас меняется номер в течение нескольких лет что за херня,0.0,0.0,Да
1326,Жалоба  раньше менялся номер телефона в течение дня а сейчас меняется номер в течение нескольких лет что за херня,0.0,0.0,Да
1327,Жалоба  раньше менялся номер телефона в течение дня а сейчас меняется номер в течение нескольких лет,0.0,0.0,
1328,"Пользуюсь несколько лет, на удивление всё хорошо  и стабильно. Ранее был honer 8x, сейчас  realmi 9pro+, пока только положительные моменты.",,,
1329,"После загрузки выполняет одну операциюи всё. При выборе любой другой происходит вечное ""ожидание"". Приходится перезагружать.",,,
1330,"После загрузки выполняет одну операциюи всё. При выборе любой другой происходит вечное ""ожидание"". Приходится перезагружать. С каждым обновлением всё хуже и хуже.",,,
1331,Приложение опустилось на дно. Объявления без оплаты не разместить. Говноманагеры ВК и мэйлсру испортят даже популярную площадку.,,,
1332,"Пока нормально, но можно смотреть и за рулём, и слушать ловит хорошо.",,,
1333,Опять не могу в игре ничего купить! Не проходит оплата.,,,
1334,"При последнем переносе томов в другой скин, уровень томов силы понизился до 10. Я такого уровня никогда не встречал. Почему, вопрос?",,,
1335,Здравствуйте! Не обновляет карту и не открывается 🤔что делать?,,,
1336,"После обновления слетели параметры входа, не принимались логин пароль, пришлось воспользоваться восстановления пароля.",,,
